5.136041164398193359e+00;-2.756006050109863281e+01;-2.942242622375488281e+01
5.136041164398193359e+00;-2.756006050109863281e+01;-2.942242622375488281e+01
5.219532966613769531e+00;-2.756671714782714844e+01;-2.936779212951660156e+01
5.285605907440185547e+00;-2.755640602111816406e+01;-2.930534744262695312e+01
5.343541622161865234e+00;-2.755864334106445312e+01;-2.922408294677734375e+01
5.370491027832031250e+00;-2.759098815917968750e+01;-2.913337707519531250e+01
5.397440433502197266e+00;-2.762333488464355469e+01;-2.904267120361328125e+01
5.424389839172363281e+00;-2.765567970275878906e+01;-2.895196723937988281e+01
5.451338768005371094e+00;-2.768802642822265625e+01;-2.886126136779785156e+01
5.466928482055664062e+00;-2.770673751831054688e+01;-2.880879020690917969e+01
5.456171512603759766e+00;-2.774533653259277344e+01;-2.875925827026367188e+01
5.429660797119140625e+00;-2.777845764160156250e+01;-2.866870307922363281e+01
5.403150081634521484e+00;-2.781157875061035156e+01;-2.857814788818359375e+01
5.376638889312744141e+00;-2.784469985961914062e+01;-2.848759460449218750e+01
5.350128173828125000e+00;-2.787782096862792969e+01;-2.839703941345214844e+01
5.323617458343505859e+00;-2.791094207763671875e+01;-2.830648422241210938e+01
5.297106742858886719e+00;-2.794406127929687500e+01;-2.821592903137207031e+01
5.270595550537109375e+00;-2.797718238830566406e+01;-2.812537384033203125e+01
5.244084835052490234e+00;-2.801030349731445312e+01;-2.803481864929199219e+01
5.224285602569580078e+00;-2.803503990173339844e+01;-2.796718978881835938e+01
5.185790061950683594e+00;-2.806889915466308594e+01;-2.788133049011230469e+01
5.147294044494628906e+00;-2.810275650024414062e+01;-2.779547309875488281e+01
5.108798503875732422e+00;-2.813661575317382812e+01;-2.770961380004882812e+01
5.070302963256835938e+00;-2.817047309875488281e+01;-2.762375640869140625e+01
5.031807422637939453e+00;-2.820433235168457031e+01;-2.753789710998535156e+01
5.001985549926757812e+00;-2.822992324829101562e+01;-2.747089195251464844e+01
4.949305057525634766e+00;-2.825925445556640625e+01;-2.739111518859863281e+01
4.896625041961669922e+00;-2.828858566284179688e+01;-2.731133651733398438e+01
4.843944549560546875e+00;-2.831791687011718750e+01;-2.723155975341796875e+01
4.791264533996582031e+00;-2.834724807739257812e+01;-2.715178108215332031e+01
4.738584041595458984e+00;-2.837657928466796875e+01;-2.707200431823730469e+01
4.685903549194335938e+00;-2.840591049194335938e+01;-2.699222564697265625e+01
4.666983127593994141e+00;-2.841644477844238281e+01;-2.696357345581054688e+01
4.577773571014404297e+00;-2.842050170898437500e+01;-2.691857147216796875e+01
4.488564014434814453e+00;-2.842456054687500000e+01;-2.687356948852539062e+01
4.399354457855224609e+00;-2.842861747741699219e+01;-2.682856750488281250e+01
4.320896625518798828e+00;-2.843218612670898438e+01;-2.678898811340332031e+01
4.258580207824707031e+00;-2.839960479736328125e+01;-2.674169731140136719e+01
4.234007835388183594e+00;-2.838199615478515625e+01;-2.672296524047851562e+01
4.153784751892089844e+00;-2.834215545654296875e+01;-2.667850303649902344e+01
4.073561191558837891e+00;-2.830231475830078125e+01;-2.663404083251953125e+01
3.993338108062744141e+00;-2.826247215270996094e+01;-2.658957672119140625e+01
3.913115024566650391e+00;-2.822263145446777344e+01;-2.654511451721191406e+01
3.832891702651977539e+00;-2.818279075622558594e+01;-2.650065231323242188e+01
3.752668619155883789e+00;-2.814295005798339844e+01;-2.645619010925292969e+01
3.672445297241210938e+00;-2.810310745239257812e+01;-2.641172790527343750e+01
3.621383190155029297e+00;-2.807774925231933594e+01;-2.638342666625976562e+01
3.542932987213134766e+00;-2.803942489624023438e+01;-2.633467292785644531e+01
3.464482784271240234e+00;-2.800110244750976562e+01;-2.628592109680175781e+01
3.386032581329345703e+00;-2.796277809143066406e+01;-2.623716735839843750e+01
3.323227167129516602e+00;-2.793209648132324219e+01;-2.619813728332519531e+01
3.230080842971801758e+00;-2.790671920776367188e+01;-2.617206573486328125e+01
3.136934518814086914e+00;-2.788134193420410156e+01;-2.614599227905273438e+01
3.043788194656372070e+00;-2.785596466064453125e+01;-2.611992073059082031e+01
2.950641870498657227e+00;-2.783058738708496094e+01;-2.609384918212890625e+01
2.907674551010131836e+00;-2.781888198852539062e+01;-2.608182144165039062e+01
2.811929464340209961e+00;-2.782112503051757812e+01;-2.605304908752441406e+01
2.716184139251708984e+00;-2.782336807250976562e+01;-2.602427673339843750e+01
2.620439052581787109e+00;-2.782561111450195312e+01;-2.599550437927246094e+01
2.524693965911865234e+00;-2.782785415649414062e+01;-2.596673393249511719e+01
2.428948640823364258e+00;-2.783009719848632812e+01;-2.593796157836914062e+01
2.354619741439819336e+00;-2.783183860778808594e+01;-2.591562461853027344e+01
2.264995813369750977e+00;-2.786516761779785156e+01;-2.588635444641113281e+01
2.175371885299682617e+00;-2.789849662780761719e+01;-2.585708427429199219e+01
2.085747957229614258e+00;-2.793182563781738281e+01;-2.582781410217285156e+01
2.023685216903686523e+00;-2.795490455627441406e+01;-2.580754470825195312e+01
1.939683318138122559e+00;-2.799639129638671875e+01;-2.577257919311523438e+01
1.892432570457458496e+00;-2.801972770690917969e+01;-2.575291252136230469e+01
1.814014554023742676e+00;-2.807701110839843750e+01;-2.572905540466308594e+01
1.735596537590026855e+00;-2.813429450988769531e+01;-2.570519828796386719e+01
1.720653295516967773e+00;-2.814365196228027344e+01;-2.570154762268066406e+01
1.635003209114074707e+00;-2.819061088562011719e+01;-2.568012428283691406e+01
1.549353241920471191e+00;-2.823756980895996094e+01;-2.565870094299316406e+01
1.463703155517578125e+00;-2.828452873229980469e+01;-2.563727760314941406e+01
1.378053188323974609e+00;-2.833148574829101562e+01;-2.561585426330566406e+01
1.292403101921081543e+00;-2.837844467163085938e+01;-2.559443092346191406e+01
1.206753015518188477e+00;-2.842540359497070312e+01;-2.557300758361816406e+01
1.121103048324584961e+00;-2.847236251831054688e+01;-2.555158424377441406e+01
1.093786597251892090e+00;-2.848733901977539062e+01;-2.554475212097167969e+01
1.033692836761474609e+00;-2.853854179382324219e+01;-2.552194023132324219e+01
9.485813379287719727e-01;-2.858742904663085938e+01;-2.550280761718750000e+01
8.634698390960693359e-01;-2.863631629943847656e+01;-2.548367309570312500e+01
7.833720445632934570e-01;-2.868232345581054688e+01;-2.546566772460937500e+01
7.398883104324340820e-01;-2.870396041870117188e+01;-2.545265388488769531e+01
6.497924923896789551e-01;-2.872926330566406250e+01;-2.541740417480468750e+01
5.596966147422790527e-01;-2.875456428527832031e+01;-2.538215446472167969e+01
4.696007966995239258e-01;-2.877986717224121094e+01;-2.534690475463867188e+01
4.542100131511688232e-01;-2.878418922424316406e+01;-2.534088325500488281e+01
3.649666011333465576e-01;-2.879235649108886719e+01;-2.529651069641113281e+01
2.757231891155242920e-01;-2.880052185058593750e+01;-2.525213813781738281e+01
1.900818198919296265e-01;-2.880835914611816406e+01;-2.520955657958984375e+01
1.673580557107925415e-01;-2.881497764587402344e+01;-2.519813537597656250e+01
8.909222483634948730e-02;-2.883162307739257812e+01;-2.513815689086914062e+01
1.082638930529356003e-02;-2.884826850891113281e+01;-2.507817840576171875e+01
-6.743944436311721802e-02;-2.886491203308105469e+01;-2.501819992065429688e+01
-1.457052826881408691e-01;-2.888155746459960938e+01;-2.495822143554687500e+01
-1.764191687107086182e-01;-2.888809013366699219e+01;-2.493468475341796875e+01
-2.533244490623474121e-01;-2.889360046386718750e+01;-2.487100410461425781e+01
-3.302296996116638184e-01;-2.889910888671875000e+01;-2.480732345581054688e+01
-4.071349799633026123e-01;-2.890461921691894531e+01;-2.474364280700683594e+01
-4.840402603149414062e-01;-2.891012763977050781e+01;-2.467996215820312500e+01
-5.609455108642578125e-01;-2.891563796997070312e+01;-2.461628150939941406e+01
-6.378507614135742188e-01;-2.892114639282226562e+01;-2.455260086059570312e+01
-7.147560715675354004e-01;-2.892665672302246094e+01;-2.448892021179199219e+01
-7.391680479049682617e-01;-2.892840576171875000e+01;-2.446870613098144531e+01
-7.822535037994384766e-01;-2.893968582153320312e+01;-2.441430473327636719e+01
-8.528496623039245605e-01;-2.894244194030761719e+01;-2.434353256225585938e+01
-9.088809490203857422e-01;-2.894462966918945312e+01;-2.428736305236816406e+01
-9.971995353698730469e-01;-2.895865058898925781e+01;-2.424260520935058594e+01
-1.085518121719360352e+00;-2.897267150878906250e+01;-2.419784736633300781e+01
-1.173836708068847656e+00;-2.898669433593750000e+01;-2.415309143066406250e+01
-1.258262872695922852e+00;-2.900009727478027344e+01;-2.411030578613281250e+01
-1.333299756050109863e+00;-2.895369148254394531e+01;-2.406323051452636719e+01
-1.371393203735351562e+00;-2.893013381958007812e+01;-2.403933334350585938e+01
-1.437283992767333984e+00;-2.891053199768066406e+01;-2.396670913696289062e+01
-1.503174901008605957e+00;-2.889093017578125000e+01;-2.389408683776855469e+01
-1.526122927665710449e+00;-2.888410377502441406e+01;-2.386879348754882812e+01
-1.592139840126037598e+00;-2.887064170837402344e+01;-2.379489707946777344e+01
-1.657827615737915039e+00;-2.885724830627441406e+01;-2.372137069702148438e+01
-1.715582251548767090e+00;-2.883122634887695312e+01;-2.364399337768554688e+01
-1.773337006568908691e+00;-2.880520629882812500e+01;-2.356661605834960938e+01
